vehicle_plate_num,vehicle_plate_type,vehicle_type,arrival_time,duration_hours,departure_time,day_of_week,hour_of_day,arrival_hour,arrival_minute,arrival_day_of_week,stay_duration_minutes,priority_level,bay_assigned,slot_assigned,allocation_score
ABC2260,0,1,2023-05-06 18:22:00,1,2023-05-06 19:22:00,5,18,18,22,5,60,0,4,6,83.0012450665186
ABC4932,1,0,2023-05-05 16:56:00,4,2023-05-05 20:56:00,4,16,16,56,4,240,1,3,2,165.51767605735273
ABC1584,1,2,2023-05-04 06:08:00,1,2023-05-04 07:08:00,3,6,6,8,3,60,1,1,6,163.31949386859796
ABC8616,0,0,2023-05-03 18:02:00,2,2023-05-03 20:02:00,2,18,18,2,2,120,0,1,8,135.2992082638886
ABC9551,0,2,2023-05-01 12:54:00,1,2023-05-01 13:54:00,0,12,12,54,0,60,0,3,6,116.2590832729197
ABC3866,1,1,2023-05-02 15:07:00,6,2023-05-02 21:07:00,1,15,15,7,1,360,0,3,9,94.91980537119062
ABC6898,0,1,2023-05-04 16:43:00,3,2023-05-04 19:43:00,3,16,16,43,3,180,0,2,6,122.17107449477612
ABC3011,0,0,2023-05-03 17:01:00,2,2023-05-03 19:01:00,2,17,17,1,2,120,0,2,3,169.73284937304587
ABC7251,0,1,2023-05-04 08:33:00,4,2023-05-04 12:33:00,3,8,8,33,3,240,0,4,9,68.47451684165803
ABC5939,1,2,2023-05-07 09:27:00,1,2023-05-07 10:27:00,6,9,9,27,6,60,1,3,10,103.12479264511312
ABC5006,2,2,2023-05-04 18:29:00,1,2023-05-04 19:29:00,3,18,18,29,3,60,2,1,5,284.95554323214384
ABC2625,2,0,2023-05-05 07:24:00,1,2023-05-05 08:24:00,4,7,7,24,4,60,2,2,6,221.80147057184064
ABC1890,0,2,2023-05-01 11:27:00,2,2023-05-01 13:27:00,0,11,11,27,0,120,0,3,4,105.01430848256435
ABC7078,1,0,2023-05-01 08:06:00,3,2023-05-01 11:06:00,0,8,8,6,0,180,1,1,3,252.17068935906065
ABC8036,0,0,2023-05-07 18:27:00,5,2023-05-07 23:27:00,6,18,18,27,6,300,0,1,10,106.89945887570349
ABC9923,1,2,2023-05-07 12:14:00,2,2023-05-07 14:14:00,6,12,12,14,6,120,1,3,5,122.8776791279978
ABC4961,0,2,2023-05-01 17:15:00,1,2023-05-01 18:15:00,0,17,17,15,0,60,0,4,3,131.24633415628614
ABC3504,1,2,2023-05-05 18:23:00,3,2023-05-05 21:23:00,4,18,18,23,4,180,1,2,2,221.92839059653812
ABC9806,1,2,2023-05-01 17:14:00,1,2023-05-01 18:14:00,0,17,17,14,0,60,1,2,6,185.05736158084287
ABC4806,2,2,2023-05-03 19:51:00,4,2023-05-03 23:51:00,2,19,19,51,2,240,2,3,8,149.61539022314437
ABC7100,0,2,2023-05-04 18:10:00,1,2023-05-04 19:10:00,3,18,18,10,3,60,0,4,3,135.70815065644186
ABC2719,2,2,2023-05-03 08:20:00,1,2023-05-03 09:20:00,2,8,8,20,2,60,2,1,6,272.2603443356114
ABC7686,2,1,2023-05-07 17:27:00,3,2023-05-07 20:27:00,6,17,17,27,6,180,1,4,9,97.50378371774396
ABC2587,1,0,2023-05-07 18:43:00,1,2023-05-07 19:43:00,6,18,18,43,6,60,1,2,1,266.14914001909654
ABC8000,0,0,2023-05-07 10:09:00,1,2023-05-07 11:09:00,6,10,10,9,6,60,0,3,3,133.05082447711564
ABC1896,1,2,2023-05-06 08:39:00,2,2023-05-06 10:39:00,5,8,8,39,5,120,1,2,2,238.68033169499265
ABC6558,1,0,2023-05-03 18:22:00,2,2023-05-03 20:22:00,2,18,18,22,2,120,1,3,8,146.80177586098324
ABC9469,1,2,2023-05-05 18:20:00,1,2023-05-05 19:20:00,4,18,18,20,4,60,1,4,9,91.05947067424867
ABC5647,0,1,2023-05-05 17:14:00,2,2023-05-05 19:14:00,4,17,17,14,4,120,0,2,10,99.37272632588314
ABC3432,0,0,2023-05-07 08:22:00,2,2023-05-07 10:22:00,6,8,8,22,6,120,0,4,6,108.83450436480797
ABC4904,1,0,2023-05-05 09:09:00,2,2023-05-05 11:09:00,4,9,9,9,4,120,1,2,3,216.17226573789173
ABC7837,0,1,2023-05-06 16:27:00,2,2023-05-06 18:27:00,5,16,16,27,5,120,0,4,10,67.47904190082232
ABC2449,1,1,2023-05-07 21:38:00,3,2023-05-08 00:38:00,6,21,21,38,6,180,0,2,8,86.2218527327389
ABC5500,0,1,2023-05-04 20:51:00,4,2023-05-05 00:51:00,3,20,20,51,3,240,0,3,10,66.37168832714943
ABC6454,0,0,2023-05-07 16:52:00,3,2023-05-07 19:52:00,6,16,16,52,6,180,0,4,7,98.90387276308779
ABC5117,2,0,2023-05-01 08:36:00,2,2023-05-01 10:36:00,0,8,8,36,0,120,2,4,2,227.83100000713677
ABC9869,1,1,2023-05-06 17:33:00,2,2023-05-06 19:33:00,5,17,17,33,5,120,0,3,7,111.41234709704412
ABC3028,2,1,2023-05-06 17:03:00,3,2023-05-06 20:03:00,5,17,17,3,5,180,1,1,1,254.35448779083222
ABC7845,2,1,2023-05-03 18:25:00,6,2023-05-04 00:25:00,2,18,18,25,2,360,1,2,8,132.2711636914267
ABC4758,1,1,2023-05-03 18:45:00,3,2023-05-03 21:45:00,2,18,18,45,2,180,0,2,5,134.12500782522358
ABC6904,1,1,2023-05-07 18:06:00,2,2023-05-07 20:06:00,6,18,18,6,6,120,0,3,9,86.5889196248538
ABC5624,0,2,2023-05-02 14:31:00,1,2023-05-02 15:31:00,1,14,14,31,1,60,0,2,3,123.4621266573369
ABC9848,1,1,2023-05-06 16:57:00,6,2023-05-06 22:57:00,5,16,16,57,5,360,0,4,7,81.243466417444
ABC1165,2,2,2023-05-04 10:18:00,3,2023-05-04 13:18:00,3,10,10,18,3,180,2,4,8,119.40639654994395
ABC5591,2,0,2023-05-05 08:18:00,2,2023-05-05 10:18:00,4,8,8,18,4,120,2,3,1,280.1555789929492
ABC1589,1,0,2023-05-01 09:13:00,2,2023-05-01 11:13:00,0,9,9,13,0,120,1,4,6,126.54964870913292
ABC5524,2,2,2023-05-06 18:42:00,3,2023-05-06 21:42:00,5,18,18,42,5,180,2,1,2,312.3367012769883
ABC3821,0,1,2023-05-01 09:47:00,2,2023-05-01 11:47:00,0,9,9,47,0,120,0,2,8,118.23221633455081
ABC7509,2,0,2023-05-06 09:54:00,3,2023-05-06 12:54:00,5,9,9,54,5,180,2,3,6,185.13846428758632
ABC8693,0,1,2023-05-03 21:55:00,4,2023-05-04 01:55:00,2,21,21,55,2,240,0,3,3,106.21254184352601
ABC1071,2,1,2023-05-02 08:28:00,3,2023-05-02 11:28:00,1,8,8,28,1,180,1,2,4,212.45846914121074
ABC4580,0,2,2023-05-06 18:39:00,1,2023-05-06 19:39:00,5,18,18,39,5,60,0,1,7,160.23776658060328
ABC8962,0,0,2023-05-05 19:53:00,2,2023-05-05 21:53:00,4,19,19,53,4,120,0,3,9,105.5670309101265
ABC1268,1,0,2023-05-02 18:13:00,5,2023-05-02 23:13:00,1,18,18,13,1,300,1,2,10,115.88116374461526
ABC3462,0,2,2023-05-05 18:12:00,2,2023-05-05 20:12:00,4,18,18,12,4,120,0,1,2,179.08217237544062
ABC2015,1,1,2023-05-05 17:53:00,4,2023-05-05 21:53:00,4,17,17,53,4,240,0,3,9,91.30825951006041
ABC8984,2,1,2023-05-06 17:48:00,3,2023-05-06 20:48:00,5,17,17,48,5,180,1,1,6,215.22651898109794
ABC1406,2,0,2023-05-05 15:09:00,5,2023-05-05 20:09:00,4,15,15,9,4,300,2,3,2,152.45264954016875
ABC8384,2,2,2023-05-05 18:06:00,4,2023-05-05 22:06:00,4,18,18,6,4,240,2,2,8,186.13930504901654
ABC7049,0,2,2023-05-07 07:15:00,2,2023-05-07 09:15:00,6,7,7,15,6,120,0,2,4,132.41488456413236
ABC7169,2,1,2023-05-03 20:37:00,3,2023-05-03 23:37:00,2,20,20,37,2,180,1,2,8,127.11031148487845
ABC8982,2,1,2023-05-01 09:07:00,4,2023-05-01 13:07:00,0,9,9,7,0,240,1,1,7,189.20239234510123
ABC1985,1,2,2023-05-02 20:02:00,2,2023-05-02 22:02:00,1,20,20,2,1,120,1,4,7,105.69119050308018
ABC5485,1,0,2023-05-01 17:11:00,2,2023-05-01 19:11:00,0,17,17,11,0,120,1,1,7,203.4014053038909
ABC9901,2,1,2023-05-07 14:07:00,4,2023-05-07 18:07:00,6,14,14,7,6,240,1,2,2,190.52208660518176
ABC3618,2,2,2023-05-03 18:01:00,1,2023-05-03 19:01:00,2,18,18,1,2,60,2,3,8,188.59297664003418
ABC7289,0,2,2023-05-02 12:02:00,1,2023-05-02 13:02:00,1,12,12,2,1,60,0,4,2,121.50396440193157
ABC7928,0,2,2023-05-06 11:39:00,2,2023-05-06 13:39:00,5,11,11,39,5,120,0,1,3,133.1477377689111
ABC6368,2,0,2023-05-01 09:17:00,2,2023-05-01 11:17:00,0,9,9,17,0,120,2,1,10,194.74253546534922
ABC5621,1,1,2023-05-03 06:54:00,3,2023-05-03 09:54:00,2,6,6,54,2,180,0,3,7,103.49135655399299
ABC8566,2,1,2023-05-05 08:15:00,6,2023-05-05 14:15:00,4,8,8,15,4,360,1,3,7,142.87867027408328
ABC5670,0,1,2023-05-01 21:37:00,4,2023-05-02 01:37:00,0,21,21,37,0,240,0,2,7,91.49199839337304
ABC8658,1,0,2023-05-01 10:23:00,5,2023-05-01 15:23:00,0,10,10,23,0,300,1,1,4,158.25917233307726
ABC2003,1,1,2023-05-03 19:36:00,4,2023-05-03 23:36:00,2,19,19,36,2,240,0,3,5,91.68044703140416
ABC8504,0,1,2023-05-03 20:49:00,4,2023-05-04 00:49:00,2,20,20,49,2,240,0,3,7,101.72656945654862
ABC3466,2,1,2023-05-06 09:42:00,3,2023-05-06 12:42:00,5,9,9,42,5,180,1,4,8,122.66601164991525
ABC2939,2,1,2023-05-04 09:25:00,2,2023-05-04 11:25:00,3,9,9,25,3,120,1,2,3,223.4230634366913
ABC2635,2,0,2023-05-04 18:49:00,3,2023-05-04 21:49:00,3,18,18,49,3,180,2,2,6,226.48851980802846
ABC9095,0,2,2023-05-06 17:04:00,1,2023-05-06 18:04:00,5,17,17,4,5,60,0,1,9,154.07342436979556
ABC7265,1,2,2023-05-04 10:09:00,4,2023-05-04 14:09:00,3,10,10,9,3,240,1,3,10,115.14096157130706
ABC2895,0,1,2023-05-04 09:01:00,2,2023-05-04 11:01:00,3,9,9,1,3,120,0,2,5,155.79666129407227
ABC7524,2,1,2023-05-06 09:19:00,2,2023-05-06 11:19:00,5,9,9,19,5,120,1,1,4,235.40801666248996
ABC2073,0,1,2023-05-02 12:05:00,4,2023-05-02 16:05:00,1,12,12,5,1,240,0,2,9,85.67648146001268
ABC6184,1,0,2023-05-05 16:35:00,3,2023-05-05 19:35:00,4,16,16,35,4,180,1,1,4,188.93507707011528
ABC3402,0,1,2023-05-01 06:42:00,1,2023-05-01 07:42:00,0,6,6,42,0,60,0,3,3,111.25412759735025
ABC5895,2,0,2023-05-03 12:02:00,1,2023-05-03 13:02:00,2,12,12,2,2,60,2,2,7,171.51722940600052
ABC8331,1,1,2023-05-01 18:04:00,4,2023-05-01 22:04:00,0,18,18,4,0,240,0,1,5,153.68625682075245
ABC2956,0,1,2023-05-05 18:11:00,3,2023-05-05 21:11:00,4,18,18,11,4,180,0,1,1,183.55377942175204
ABC8023,0,2,2023-05-05 10:23:00,1,2023-05-05 11:23:00,4,10,10,23,4,60,0,3,8,109.59209392852006
ABC4907,1,1,2023-05-06 09:58:00,3,2023-05-06 12:58:00,5,9,9,58,5,180,0,2,1,181.52927480634074
ABC1807,1,0,2023-05-07 09:57:00,2,2023-05-07 11:57:00,6,9,9,57,6,120,1,1,9,176.32687478372816
ABC9378,2,2,2023-05-02 16:46:00,1,2023-05-02 17:46:00,1,16,16,46,1,60,2,1,1,296.79318105513505
ABC5827,1,0,2023-05-05 20:13:00,8,2023-05-06 04:13:00,4,20,20,13,4,480,1,1,4,144.57143852662668
ABC5524,2,2,2023-05-01 07:29:00,1,2023-05-01 08:29:00,0,7,7,29,0,60,2,1,10,170.7165981378517
ABC3284,0,0,2023-05-04 20:02:00,1,2023-05-04 21:02:00,3,20,20,2,3,60,0,2,4,152.4411449664776
ABC6313,2,2,2023-05-05 17:29:00,4,2023-05-05 21:29:00,4,17,17,29,4,240,2,4,9,132.82596052890776
ABC1757,0,0,2023-05-02 09:44:00,4,2023-05-02 13:44:00,1,9,9,44,1,240,0,2,1,161.82726476327966
ABC5887,1,0,2023-05-05 19:47:00,2,2023-05-05 21:47:00,4,19,19,47,4,120,1,1,10,136.5029449375495
ABC4854,0,1,2023-05-05 16:41:00,3,2023-05-05 19:41:00,4,16,16,41,4,180,0,2,9,91.41321238365268
ABC4558,1,2,2023-05-02 15:24:00,3,2023-05-02 18:24:00,1,15,15,24,1,180,1,2,4,133.61841371199728
ABC1961,0,2,2023-05-06 09:10:00,1,2023-05-06 10:10:00,5,9,9,10,5,60,0,3,7,136.0681475158849
ABC4847,0,1,2023-05-06 07:59:00,3,2023-05-06 10:59:00,5,7,7,59,5,180,0,3,9,86.30238914841408
ABC7726,0,0,2023-05-03 09:26:00,3,2023-05-03 12:26:00,2,9,9,26,2,180,0,1,7,133.55775732787015
ABC4575,0,0,2023-05-01 19:50:00,2,2023-05-01 21:50:00,0,19,19,50,0,120,0,4,2,105.27065285165708
ABC3418,2,2,2023-05-05 20:47:00,2,2023-05-05 22:47:00,4,20,20,47,4,120,2,3,6,151.22844657314027
ABC5198,0,0,2023-05-04 10:16:00,2,2023-05-04 12:16:00,3,10,10,16,3,120,0,2,6,126.18308085777551
ABC2001,2,2,2023-05-06 14:03:00,1,2023-05-06 15:03:00,5,14,14,3,5,60,2,1,3,238.1150396443941
ABC6244,1,2,2023-05-02 10:04:00,3,2023-05-02 13:04:00,1,10,10,4,1,180,1,4,4,145.7524211474249
ABC8119,1,0,2023-05-03 17:07:00,1,2023-05-03 18:07:00,2,17,17,7,2,60,1,3,6,175.40063552532277
ABC5066,2,0,2023-05-05 16:07:00,2,2023-05-05 18:07:00,4,16,16,7,4,120,2,1,6,208.7262954161092
ABC3845,1,0,2023-05-06 20:57:00,3,2023-05-06 23:57:00,5,20,20,57,5,180,1,4,1,133.61476601715853
ABC9849,1,1,2023-05-02 09:51:00,4,2023-05-02 13:51:00,1,9,9,51,1,240,0,1,10,127.24662098072167
ABC6316,0,2,2023-05-01 17:36:00,2,2023-05-01 19:36:00,0,17,17,36,0,120,0,4,8,85.07219770292787
ABC1422,0,0,2023-05-06 17:09:00,4,2023-05-06 21:09:00,5,17,17,9,5,240,0,3,9,80.33583819646381
ABC7715,0,1,2023-05-07 09:45:00,2,2023-05-07 11:45:00,6,9,9,45,6,120,0,2,2,160.01353340437956
ABC5266,2,0,2023-05-02 14:34:00,3,2023-05-02 17:34:00,1,14,14,34,1,180,2,2,4,195.86929490083114
ABC8549,2,2,2023-05-02 08:01:00,3,2023-05-02 11:01:00,1,8,8,1,1,180,2,3,6,200.94382889776637
ABC7316,1,1,2023-05-01 17:18:00,6,2023-05-01 23:18:00,0,17,17,18,0,360,0,3,2,139.03191516592946
ABC3710,0,2,2023-05-06 16:57:00,2,2023-05-06 18:57:00,5,16,16,57,5,120,0,3,7,93.37235838646264
ABC9644,2,0,2023-05-03 10:45:00,2,2023-05-03 12:45:00,2,10,10,45,2,120,2,4,6,141.77040602686822
ABC9069,2,0,2023-05-05 08:11:00,1,2023-05-05 09:11:00,4,8,8,11,4,60,2,4,8,134.6531314009042
ABC2657,0,0,2023-05-02 09:14:00,2,2023-05-02 11:14:00,1,9,9,14,1,120,0,4,7,95.09558976747059
ABC3541,2,1,2023-05-07 18:54:00,3,2023-05-07 21:54:00,6,18,18,54,6,180,1,4,10,92.27656111356369
ABC7763,0,1,2023-05-01 07:42:00,2,2023-05-01 09:42:00,0,7,7,42,0,120,0,4,1,124.39988866463524
ABC4075,1,1,2023-05-04 07:25:00,6,2023-05-04 13:25:00,3,7,7,25,3,360,0,4,10,71.6021152114538
ABC4164,1,1,2023-05-01 17:28:00,6,2023-05-01 23:28:00,0,17,17,28,0,360,0,4,10,73.58835008942941
ABC3053,1,0,2023-05-04 08:39:00,1,2023-05-04 09:39:00,3,8,8,39,3,60,1,3,5,164.96034798897253
ABC9479,0,0,2023-05-03 17:37:00,3,2023-05-03 20:37:00,2,17,17,37,2,180,0,4,6,125.05842504714144
ABC6737,2,0,2023-05-02 16:43:00,4,2023-05-02 20:43:00,1,16,16,43,1,240,2,1,7,199.7692223088093
ABC4217,1,1,2023-05-04 21:38:00,2,2023-05-04 23:38:00,3,21,21,38,3,120,0,4,4,83.5733583038458
ABC2447,1,1,2023-05-01 13:05:00,3,2023-05-01 16:05:00,0,13,13,5,0,180,0,2,9,77.6311366657151
ABC7009,1,0,2023-05-06 09:42:00,2,2023-05-06 11:42:00,5,9,9,42,5,120,1,2,1,263.84160032047583
ABC1607,2,0,2023-05-01 18:04:00,1,2023-05-01 19:04:00,0,18,18,4,0,60,2,3,3,258.79759660602326
ABC5552,2,1,2023-05-04 13:05:00,4,2023-05-04 17:05:00,3,13,13,5,3,240,1,2,10,108.10769359359799
ABC2764,0,2,2023-05-06 17:47:00,4,2023-05-06 21:47:00,5,17,17,47,5,240,0,2,2,166.37897366053238
ABC3671,1,0,2023-05-04 20:12:00,2,2023-05-04 22:12:00,3,20,20,12,3,120,1,2,2,184.62359881608106
ABC7519,2,0,2023-05-06 17:35:00,3,2023-05-06 20:35:00,5,17,17,35,5,180,2,3,1,281.8182749530811
ABC4962,0,0,2023-05-07 16:24:00,2,2023-05-07 18:24:00,6,16,16,24,6,120,0,3,3,120.42434917777712
ABC4177,1,1,2023-05-01 10:25:00,6,2023-05-01 16:25:00,0,10,10,25,0,360,0,4,10,71.23190423498723
ABC4722,2,0,2023-05-06 11:38:00,5,2023-05-06 16:38:00,5,11,11,38,5,300,2,2,5,149.9502919987658
ABC5906,2,0,2023-05-07 09:12:00,1,2023-05-07 10:12:00,6,9,9,12,6,60,2,4,6,159.87080522776202
ABC8263,0,0,2023-05-05 08:26:00,5,2023-05-05 13:26:00,4,8,8,26,4,300,0,3,8,96.8412106090916
ABC6054,1,0,2023-05-07 10:59:00,1,2023-05-07 11:59:00,6,10,10,59,6,60,1,4,4,126.14494919461842
ABC1808,1,0,2023-05-04 10:03:00,1,2023-05-04 11:03:00,3,10,10,3,3,60,1,4,1,166.42351427771592
ABC1725,2,2,2023-05-05 08:58:00,2,2023-05-05 10:58:00,4,8,8,58,4,120,2,2,9,160.27601635372602
ABC8701,1,2,2023-05-07 10:30:00,1,2023-05-07 11:30:00,6,10,10,30,6,60,1,3,3,173.999584914465
ABC2216,0,0,2023-05-07 18:30:00,3,2023-05-07 21:30:00,6,18,18,30,6,180,0,2,8,137.30100579164045
ABC5051,2,0,2023-05-03 18:58:00,3,2023-05-03 21:58:00,2,18,18,58,2,180,2,4,4,192.07029930016512
ABC3197,2,0,2023-05-07 17:41:00,1,2023-05-07 18:41:00,6,17,17,41,6,60,2,3,3,257.3487774835812
ABC3806,0,0,2023-05-05 09:25:00,2,2023-05-05 11:25:00,4,9,9,25,4,120,0,4,3,128.90638729919243
ABC9970,2,1,2023-05-07 16:21:00,3,2023-05-07 19:21:00,6,16,16,21,6,180,1,4,4,144.81819361671666
ABC1972,1,1,2023-05-01 18:52:00,2,2023-05-01 20:52:00,0,18,18,52,0,120,0,2,4,156.7318757818951
ABC6634,1,1,2023-05-07 17:16:00,1,2023-05-07 18:16:00,6,17,17,16,6,60,0,3,7,108.00673079376412
ABC8483,2,2,2023-05-06 21:52:00,1,2023-05-06 22:52:00,5,21,21,52,5,60,2,3,2,201.19658193331432
ABC3123,0,0,2023-05-01 15:25:00,4,2023-05-01 19:25:00,0,15,15,25,0,240,0,2,8,110.52458690529579
ABC9790,0,1,2023-05-05 06:15:00,6,2023-05-05 12:15:00,4,6,6,15,4,360,0,1,2,112.22597619839527
ABC1224,1,0,2023-05-06 17:11:00,1,2023-05-06 18:11:00,5,17,17,11,5,60,1,2,1,247.5901043008032
ABC2814,0,0,2023-05-05 18:33:00,2,2023-05-05 20:33:00,4,18,18,33,4,120,0,2,8,123.20567507505321
ABC2106,2,2,2023-05-03 17:18:00,2,2023-05-03 19:18:00,2,17,17,18,2,120,2,1,4,293.9950069504483
ABC1124,2,2,2023-05-04 12:24:00,4,2023-05-04 16:24:00,3,12,12,24,3,240,2,3,6,144.199776464026
ABC4246,1,1,2023-05-04 18:09:00,2,2023-05-04 20:09:00,3,18,18,9,3,120,0,1,1,188.67027130566856
ABC3931,1,1,2023-05-02 17:00:00,6,2023-05-02 23:00:00,1,17,17,0,1,360,0,4,3,112.20276093645002
ABC3971,1,2,2023-05-05 09:29:00,2,2023-05-05 11:29:00,4,9,9,29,4,120,1,4,7,124.77442814129704
ABC3017,0,2,2023-05-05 10:39:00,4,2023-05-05 14:39:00,4,10,10,39,4,240,0,2,7,110.8672290530792
ABC8415,2,0,2023-05-02 18:36:00,1,2023-05-02 19:36:00,1,18,18,36,1,60,2,4,8,162.28375097202843
ABC3415,2,0,2023-05-03 17:58:00,8,2023-05-04 01:58:00,2,17,17,58,2,480,2,1,2,261.8328883771866
ABC4096,2,1,2023-05-05 16:09:00,3,2023-05-05 19:09:00,4,16,16,9,4,180,1,4,7,91.29435152830004
ABC2609,1,1,2023-05-04 09:27:00,6,2023-05-04 15:27:00,3,9,9,27,3,360,0,3,4,114.0962490636611
ABC1717,2,2,2023-05-03 10:06:00,2,2023-05-03 12:06:00,2,10,10,6,2,120,2,2,6,181.58404362505445
ABC4561,0,1,2023-05-02 18:38:00,3,2023-05-02 21:38:00,1,18,18,38,1,180,0,2,4,168.5147289611655
ABC7782,0,0,2023-05-07 17:37:00,4,2023-05-07 21:37:00,6,17,17,37,6,240,0,3,9,84.30815738338222
ABC2048,2,2,2023-05-02 16:06:00,3,2023-05-02 19:06:00,1,16,16,6,1,180,2,3,1,232.2736233773468
ABC9307,1,0,2023-05-04 18:57:00,3,2023-05-04 21:57:00,3,18,18,57,3,180,1,2,1,243.87115158537068
ABC8905,2,2,2023-05-01 10:19:00,2,2023-05-01 12:19:00,0,10,10,19,0,120,2,3,5,167.34284278685158
ABC6578,0,2,2023-05-05 08:01:00,3,2023-05-05 11:01:00,4,8,8,1,4,180,0,4,5,108.81125320372358
ABC2620,0,0,2023-05-04 09:39:00,5,2023-05-04 14:39:00,3,9,9,39,3,300,0,4,8,82.98082088712896
ABC7548,0,1,2023-05-05 17:23:00,1,2023-05-05 18:23:00,4,17,17,23,4,60,0,4,7,85.94018844157647
ABC8381,2,1,2023-05-02 19:40:00,3,2023-05-02 22:40:00,1,19,19,40,1,180,1,4,3,162.34998901945386
ABC5780,0,1,2023-05-05 18:09:00,6,2023-05-06 00:09:00,4,18,18,9,4,360,0,1,8,125.95363340204868
ABC4792,1,1,2023-05-02 10:52:00,4,2023-05-02 14:52:00,1,10,10,52,1,240,0,1,4,155.93133940004165
ABC3941,2,0,2023-05-06 08:12:00,4,2023-05-06 12:12:00,5,8,8,12,5,240,2,1,3,312.0805992302921
ABC6695,2,2,2023-05-07 18:46:00,3,2023-05-07 21:46:00,6,18,18,46,6,180,2,1,2,319.34608924382036
ABC7401,0,0,2023-05-07 12:51:00,4,2023-05-07 16:51:00,6,12,12,51,6,240,0,4,9,73.73590626302405
ABC7197,0,1,2023-05-05 12:09:00,4,2023-05-05 16:09:00,4,12,12,9,4,240,0,4,7,72.12208147738397
ABC6450,1,1,2023-05-06 19:34:00,6,2023-05-07 01:34:00,5,19,19,34,5,360,0,3,5,117.33586686059058
ABC9975,2,0,2023-05-03 09:07:00,5,2023-05-03 14:07:00,2,9,9,7,2,300,2,1,9,192.0217830803003
ABC9432,0,2,2023-05-07 10:44:00,3,2023-05-07 13:44:00,6,10,10,44,6,180,0,1,3,146.56627957132613
ABC6874,1,0,2023-05-03 19:08:00,1,2023-05-03 20:08:00,2,19,19,8,2,60,1,2,6,156.1732541746507
ABC2553,0,0,2023-05-06 12:54:00,2,2023-05-06 14:54:00,5,12,12,54,5,120,0,3,8,89.23261832169892
ABC2012,2,0,2023-05-04 17:11:00,3,2023-05-04 20:11:00,3,17,17,11,3,180,2,4,9,119.21520345786665
ABC9378,0,2,2023-05-03 18:14:00,3,2023-05-03 21:14:00,2,18,18,14,2,180,0,3,4,138.66145746992382
ABC2881,2,0,2023-05-06 08:42:00,2,2023-05-06 10:42:00,5,8,8,42,5,120,2,3,1,285.6248194827463
ABC7799,0,0,2023-05-02 17:36:00,1,2023-05-02 18:36:00,1,17,17,36,1,60,0,2,8,125.46836649541488
ABC5586,2,1,2023-05-01 08:03:00,3,2023-05-01 11:03:00,0,8,8,3,0,180,1,2,10,137.73573742435406
ABC9622,1,0,2023-05-03 08:49:00,4,2023-05-03 12:49:00,2,8,8,49,2,240,1,3,3,189.74120413135276
ABC9430,2,1,2023-05-05 14:28:00,6,2023-05-05 20:28:00,4,14,14,28,4,360,1,1,6,149.89834172197897
ABC7447,1,1,2023-05-05 10:57:00,6,2023-05-05 16:57:00,4,10,10,57,4,360,0,4,4,106.66261799064169
ABC3345,2,1,2023-05-04 07:03:00,3,2023-05-04 10:03:00,3,7,7,3,3,180,1,2,6,155.49623166491492
ABC1075,1,2,2023-05-04 09:13:00,1,2023-05-04 10:13:00,3,9,9,13,3,60,1,2,3,235.272547104796
ABC6877,0,1,2023-05-01 21:53:00,3,2023-05-02 00:53:00,0,21,21,53,0,180,0,4,7,69.98668952514063
ABC7785,2,0,2023-05-03 16:41:00,2,2023-05-03 18:41:00,2,16,16,41,2,120,2,2,2,260.77870523687153
ABC5922,0,0,2023-05-07 18:39:00,3,2023-05-07 21:39:00,6,18,18,39,6,180,0,3,5,126.25448387603784
ABC9090,1,1,2023-05-06 16:59:00,3,2023-05-06 19:59:00,5,16,16,59,5,180,0,4,3,111.75290149231675
ABC3330,2,1,2023-05-01 16:01:00,1,2023-05-01 17:01:00,0,16,16,1,0,60,1,1,5,190.11593606178025
ABC5686,2,0,2023-05-03 09:36:00,2,2023-05-03 11:36:00,2,9,9,36,2,120,2,2,3,272.13311670692826
ABC2902,0,1,2023-05-06 17:28:00,2,2023-05-06 19:28:00,5,17,17,28,5,120,0,2,9,107.82454330617882
ABC5670,2,2,2023-05-01 18:57:00,1,2023-05-01 19:57:00,0,18,18,57,0,60,2,3,8,159.97406604949788
ABC8143,2,1,2023-05-03 09:33:00,3,2023-05-03 12:33:00,2,9,9,33,2,180,1,1,2,248.41813759759347
ABC3059,0,2,2023-05-01 10:04:00,1,2023-05-01 11:04:00,0,10,10,4,0,60,0,2,8,120.43356025071199
ABC1140,2,2,2023-05-06 11:16:00,2,2023-05-06 13:16:00,5,11,11,16,5,120,2,4,8,104.77321317145028
ABC2789,0,2,2023-05-02 10:26:00,1,2023-05-02 11:26:00,1,10,10,26,1,60,0,4,10,77.33430474034324
ABC1016,0,1,2023-05-01 08:26:00,4,2023-05-01 12:26:00,0,8,8,26,0,240,0,3,3,144.81201080107158
ABC1464,0,2,2023-05-05 16:57:00,4,2023-05-05 20:57:00,4,16,16,57,4,240,0,3,10,75.51529027901756
ABC5471,0,2,2023-05-03 09:41:00,2,2023-05-03 11:41:00,2,9,9,41,2,120,0,2,5,161.38175159416838
ABC2827,0,1,2023-05-04 12:31:00,4,2023-05-04 16:31:00,3,12,12,31,3,240,0,3,2,124.99244202984747
ABC9711,1,2,2023-05-04 08:11:00,4,2023-05-04 12:11:00,3,8,8,11,3,240,1,4,10,91.9623099375712
ABC6956,1,1,2023-05-06 08:16:00,3,2023-05-06 11:16:00,5,8,8,16,5,180,0,3,6,125.03345853006927
